http://www.yelp.com/biz/style-my-space-los-angeles-3,"Interior Design, Home Staging",Style My Space,"Map Details

It looks like we don't have a specific address for Style My Space, which makes giving directions tricky. This business might not have an official storefront, or it might move to multiple locations throughout the day.
Give me directions anyway...
Do you have more specific information about the location of Style My Space? Why didn't you say so? You can improve Yelp by sharing it here.",(818) 726-6429,"
stylemyspace.com"
http://www.yelp.com/biz/leslie-landis-interior-design-and-decoration-los-angeles,Interior Design,Leslie Landis Interior Design and Decoration,"Map Details

It looks like we don't have a specific address for Leslie Landis Interior Design and Decoration, which makes giving directions tricky. This business might not have an official storefront, or it might move to multiple locations throughout the day.
Give me directions anyway...
Do you have more specific information about the location of Leslie Landis Interior Design and Decoration? Why didn't you say so? You can improve Yelp by sharing it here.",(213) 446-0901,"
leslie-landis.com"
http://www.yelp.com/biz/moving-mountains-design-los-angeles-2,"Home Staging, Interior Design",Moving Mountains Design,"Map Details

It looks like we don't have a specific address for Moving Mountains Design, which makes giving directions tricky. This business might not have an official storefront, or it might move to multiple locations throughout the day.
Give me directions anyway...
Do you have more specific information about the location of Moving Mountains Design? Why didn't you say so? You can improve Yelp by sharing it here.",(626) 385-8852,"
movingmountainsdesign.com"
http://www.yelp.com/biz/simplify-los-angeles-2,"Interior Design, Home Organization",Simplify,"1164 Wellesley AveSte 305Los Angeles, CA 90049



 Brentwood",(310) 409-5203,"
simplifywithamanda.com"
http://www.yelp.com/biz/interiors-by-audrey-vanderstek-los-angeles,"Interior Design, Home Decor",Interiors By Audrey Vanderstek,"Map Details

It looks like we don't have a specific address for Interiors By Audrey Vanderstek, which makes giving directions tricky. This business might not have an official storefront, or it might move to multiple locations throughout the day.
Give me directions anyway...
Do you have more specific information about the location of Interiors By Audrey Vanderstek? Why didn't you say so? You can improve Yelp by sharing it here.",(310) 733-8574,"
audreyvanderstek.com"
http://www.yelp.com/biz/material-environment-los-angeles,"Furniture Stores, Home Decor, Interior Design",Material Environment,"7466 Beverly Blvd101Los Angeles, CA 90036



 Fairfax",(310) 272-4912,"
material-environment.com"
http://www.yelp.com/biz/interior-illusions-los-angeles,"Interior Design, Furniture Stores, Home Staging",Interior Illusions,"7335 Santa Monica BlvdLos Angeles, CA 90046



 West Hollywood",(323) 656-8448,"
interiorillusionshome.com"
http://www.yelp.com/biz/jrc-designs-los-angeles,Interior Design,JRC Designs,"6053 1/2 Melrose AveLos Angeles, CA 90038



 Hollywood, Hancock Park",(323) 460-6767,"
jrcdesignsinc.com"
http://www.yelp.com/biz/boho-upcycle-los-angeles-2,"Furniture Stores, Gift Shops, Interior Design",Boho Upcycle,"3161 Glendale BlvdLos Angeles, CA 90039



 Atwater Village",(323) 913-5870,"
bohoupcycle.com"
http://www.yelp.com/biz/unique-sarah-los-angeles-3,"Florists, Interior Design, Landscaping",Unique Sarah,"508 E 8th StLos Angeles, CA 90014



 Downtown",(213) 833-0004,"
uniquesarah.com"
http://www.yelp.com/biz/charlie-m-a-design-company-eagle-rock,"Interior Design, Architects",Charlie M a Design Company,"Map Details

It looks like we don't have a specific address for Charlie M a Design Company, which makes giving directions tricky. This business might not have an official storefront, or it might move to multiple locations throughout the day.
Give me directions anyway...
Do you have more specific information about the location of Charlie M a Design Company? Why didn't you say so? You can improve Yelp by sharing it here.",(310) 709-5415,"
charliemdesign.com"
http://www.yelp.com/biz/twofold-la-los-angeles,"Party & Event Planning, Interior Design",Twofold LA,"Map Details

It looks like we don't have a specific address for Twofold LA, which makes giving directions tricky. This business might not have an official storefront, or it might move to multiple locations throughout the day.
Give me directions anyway...
Do you have more specific information about the location of Twofold LA? Why didn't you say so? You can improve Yelp by sharing it here.",(323) 413-7735,"
twofoldla.com"
http://www.yelp.com/biz/courtney-bates-interior-design-los-angeles,Interior Design,Courtney Bates Interior Design,"1050 S Flower StSte 213Los Angeles, CA 90015



 Downtown",(714) 213-2371,"
courtneybatesdesign.com"
http://www.yelp.com/biz/jayme-barrett-feng-shui-and-life-enhancement-santa-monica-2,Interior Design,Jayme Barrett - Feng Shui & Life Enhancement,"Map Details

It looks like we don't have a specific address for Jayme Barrett - Feng Shui & Life Enhancement, which makes giving directions tricky. This business might not have an official storefront, or it might move to multiple locations throughout the day.
Give me directions anyway...
Do you have more specific information about the location of Jayme Barrett - Feng Shui & Life Enhancement? Why didn't you say so? You can improve Yelp by sharing it here.",(310) 452-9737,"
jaymebarrett.com"
http://www.yelp.com/biz/bradco-kitchens-and-baths-los-angeles,"Interior Design, Contractors, Kitchen & Bath",Bradco Kitchens & Baths,"6011 W Pico BlvdLos Angeles, CA 90035



 Carthay",(323) 936-3457,"
bradcokitchen.com"
http://www.yelp.com/biz/rosa-beltran-design-los-angeles,Interior Design,Rosa Beltran Design,"Map Details

It looks like we don't have a specific address for Rosa Beltran Design, which makes giving directions tricky. This business might not have an official storefront, or it might move to multiple locations throughout the day.
Give me directions anyway...
Do you have more specific information about the location of Rosa Beltran Design? Why didn't you say so? You can improve Yelp by sharing it here.",(323) 919-0088,"
rosabeltrandesign.com"
http://www.yelp.com/biz/sbt-home-design-los-angeles,"Interior Design, Contractors",SBT Home Design,"6362 W 6th StLos Angeles, CA 90048



 Beverly Grove",(310) 617-7042,"
sbtHomeDesign.com"
http://www.yelp.com/biz/grace-home-furnishings-los-angeles,"Furniture Stores, Interior Design, Home Decor",Grace Home Furnishings,"11632 Barrington CtLos Angeles, CA 90049



 Brentwood",(310) 476-7176,"
gracehomefurnishings.com"
