http://www.yelp.com/biz/design-direction-fargo,Interior Design,Design Direction,"3211 Fiechtner DrSte 1Fargo, ND 58103",(701) 365-4040,"
designdirectionfargo.com"
http://www.yelp.com/biz/showcase-fargo,"Carpeting, Interior Design, Flooring",Showcase,"Serving Fargo and surrounding area
 

3223 13th Ave SSte BFargo, ND 58103",(701) 293-8738,"
showcasefloorsfargo.com"
http://www.yelp.com/biz/design-unlimited-fargo,Interior Design,Design Unlimited,"Serving Fargo and surrounding area
 

1738 35th St SFargo, ND 58103",(701) 232-3950,"
designunlimitedfargo.com"
http://www.yelp.com/biz/aartisan-home-design-fargo-2,"Interior Design, Home Decor, Furniture Stores",Aartisan Home Design,"4575 23rd Ave SSte 600Fargo, ND 58104",(701) 364-5600,"
aartisan.com"
http://www.yelp.com/biz/office-furniture-usa-fargo,"Office Equipment, Interior Design",Office Furniture USA,"4324 20th Ave SFargo, ND 58103",(701) 277-7222,"
ofusa.com"
http://www.yelp.com/biz/spirit-room-fargo,"Interior Design, Print Media, Art Galleries, Yoga",Spirit Room,"111 BroadwayFargo, ND 58102",(701) 237-0230,"
spiritroom.net"
http://www.yelp.com/biz/ami-baxter-interior-design-fargo,Interior Design,"Ami Baxter, Interior Design","510 4th Ave N FargoFargo, ND 58102",(701) 866-3321,"
amibaxter.com"
http://www.yelp.com/biz/denise-drake-interior-design-fargo,Interior Design,Denise Drake Interior Design,"1834 Rose Creek DrFargo, ND 58104",(701) 235-8803,"
ddrake.com"
http://www.yelp.com/biz/hannahers-inc-fargo,"Office Equipment, Interior Design",Hannaher’s Inc,"4324 20th Ave SFargo, ND 58103",(701) 277-7222,"
hannahers.com"
http://www.yelp.com/biz/designing-women-2-fargo,Interior Design,Designing Women 2,"4035 40th Ave SFargo, ND 58104",(701) 476-0938,"
designingwomen2.com"
http://www.yelp.com/biz/mcneal-and-friends-fargo,"Interior Design, Furniture Stores",Mcneal & Friends,"506 Broadway NFargo, ND 58102",(701) 235-0031,"
mcnealfriends.com"
http://www.yelp.com/biz/rose-creek-design-and-the-little-blind-shop-fargo,"Shades & Blinds, Interior Design, Carpeting",Rose Creek Design & The Little Blind Shop,"4631 40th Ave S.Fargo, ND 58104",(701) 893-5134,"
rosecreekdesign.com"
http://www.yelp.com/biz/executive-interiors-llc-fargo,"Interior Design, Carpeting, Flooring","Executive Interiors, LLC","4601 16th Ave NFargo, ND 58102",(701) 412-5602,"
executiveinteriorsflooring.com"
http://www.yelp.com/biz/bluestone-interiors-fargo,"Interior Design, Architects",Bluestone Interiors,"15 BroadwayFargo, ND 58102",(701) 297-9507,"
bluestoneinteriors.com"
http://www.yelp.com/biz/home-design-and-supply-west-fargo,"Building Supplies, Interior Design",Home Design and Supply,"301 Ctr StWest Fargo, ND 58078",(701) 532-3212,"
hdsnd.com"
